47838,1,FD,FinalTest,husband and wife.,,,RadioSingle
47838,1,FD,FinalTest,In a hospital|,,,RadioSingle
47838,1,FD,FinalTest,a police officer.|,,,RadioSingle
47838,1,FD,FinalTest,At night|,,,RadioSingle 
47838,1,FD,FinalTest,11 years old|,,,RadioSingle
47838,2,FD,FinalTest,2022 Olympic Road|,,,RadioSingle
47838,2,FD,FinalTest,Football|,,,RadioSingle
47838,2,FD,FinalTest,True|,,,RadioSingle
47838,2,FD,FinalTest,Sundays.|,,,RadioSingle
47838,2,FD,FinalTest,On Tuesday night|,,,RadioSingle
47838,3,FD,FinalTest,At the supermarket|,,,RadioSingle
47838,3,FD,FinalTest,False|,,,RadioSingle
47838,3,FD,FinalTest,Cookies|,,,RadioSingle
47838,3,FD,FinalTest,Three|,,,RadioSingle
47838,3,FD,FinalTest,True|,,,RadioSingle
47838,4,FD,FinalTest,False|,,,RadioSingle
47838,4,FD,FinalTest,nice.|,,,RadioSingle
47838,4,FD,FinalTest,Two|,,,RadioSingle
47838,4,FD,FinalTest,True|,,,RadioSingle
47838,4,FD,FinalTest,new.|,,,RadioSingle
47838,5,FD,FinalTest,a blue dress|a green shirt|a white coat|a black hat|a yellow skirt|a pink T-shirt,,,DrapAndDropToPicture
47838,5,FD,FinalTest,ears|head|throat|mouth|a prescription,,,comboBox
47838,5,FD,FinalTest,tomato|an apple|a pepper|cucumber|cake,,,comboBox
47838,5,FD,FinalTest,young|big|terrible|nice|old,,,comboBox
47838,5,FD,FinalTest,kitchen|bathroom|garden|living room|dining room,,,comboBox
47838,5,FD,FinalTest,teacher|secretary|taxi driver|student|nurse,,,comboBox
47838,5,FD,FinalTest,This is my sister Angela.|Tom has two sons.|Is this your father?|Linda has a big brother.|My son is two years old.|She is a mother.,,,DrapAndDropToPicture
47838,5,FD,FinalTest,twenty|fifteen|four|seventeen|twelve|five,,,DrapAndDropToPicture
1540731,1,B1,FinalTest,Victor Hane's food truck.,,,RadioSingle
1540731,1,B1,FinalTest,Burgers,,,RadioSingle
1540731,1,B1,FinalTest,TRUE,,,RadioSingle
1540731,1,B1,FinalTest,We don't know.,,,RadioSingle
1540731,1,B1,FinalTest,Menus,,,RadioSingle
1540731,2,B1,FinalTest,have someone walk their dog.,,,RadioSingle
1540731,2,B1,FinalTest,dog walking service.,,,RadioSingle
1540731,2,B1,FinalTest,TRUE,,,RadioSingle
1540731,2,B1,FinalTest,$20. ,,,RadioSingle
1540731,2,B1,FinalTest,Call them on the phone.,,,RadioSingle
1540731,3,B1,FinalTest,On a business trip,,,RadioSingle
1540731,3,B1,FinalTest,They work together.,,,RadioSingle
1540731,3,B1,FinalTest,TRUE,,,RadioSingle
1540731,3,B1,FinalTest,Is the pool nice?,,,RadioSingle
1540731,3,B1,FinalTest,speak to a group.,,,RadioSingle
1540731,4,B1,FinalTest,She has a podcast.,,,RadioSingle
1540731,4,B1,FinalTest,TRUE,,,RadioSingle
1540731,4,B1,FinalTest,FALSE,,,RadioSingle
1540731,4,B1,FinalTest,on the radio.,,,RadioSingle
1540731,4,B1,FinalTest,Misha will play some of his new music.,,,RadioSingle
1540731,5,B1,FinalTest,What kinds of exercise the man can do,,,RadioSingle
1540731,5,B1,FinalTest,runs.,,,RadioSingle
1540731,5,B1,FinalTest,It has high prices.,,,RadioSingle
1540731,5,B1,FinalTest,He doesn't have a bike.,,,RadioSingle
1540731,5,B1,FinalTest,Walking,,,RadioSingle
1540731,6,B1,FinalTest,To find out where George is,,,RadioSingle
1540731,6,B1,FinalTest,7:00,,,RadioSingle
1540731,6,B1,FinalTest,George is not at the train station.,,,RadioSingle
1540731,6,B1,FinalTest,To a play,,,RadioSingle
1540731,6,B1,FinalTest,Call Liza,,,RadioSingle
1540731,7,B1,FinalTest,court|parking ticket|fine|judge|police officer|,,,DragAndDropMultiple
1540731,7,B1,FinalTest,menu|main dish|side dish|delicious|drink,,,DragAndDropMultiple
1540731,7,B1,FinalTest,looking over|turning around|talking about|writing|studying,,,comboBox
1540731,7,B1,FinalTest,fifty percent off|gift|for sale|products|open,,,DragAndDropMultiple
1540731,7,B1,FinalTest,in shape|fitness|swim|weights|table tennis,,,DragAndDropMultiple
1540731,7,B1,FinalTest,Yes I am|No she is not|Yes she is|No it is not|Yes it is,,,comboBox
1540731,7,B1,FinalTest,I'm not driving|it's not starting|are not|am not looking|I'm not wearing,,,comboBox
1540731,7,B1,FinalTest,writing|doing|visiting|trying|getting,,,comboBox
1540731,7,B1,FinalTest,I'm|Amanda's|She's|company's|They're,,,comboBox
1540731,7,B1,FinalTest,is looking|know|opens|wake|sound,,,comboBox
47852,1,B2,FinalTest,T-shirts,,,RadioSingle
47852,1,B2,FinalTest,FALSE,,,RadioSingle
47852,1,B2,FinalTest,TRUE,,,RadioSingle
47852,1,B2,FinalTest,TRUE,,,RadioSingle
47852,1,B2,FinalTest,They were wearing the same dress.,,,RadioSingle
47852,2,B2,FinalTest,drivers who can't find parking spaces,,,RadioSingle
47852,2,B2,FinalTest,saves parking spaces,,,RadioSingle
47852,2,B2,FinalTest,We don't know.,,,RadioSingle
47852,2,B2,FinalTest,TRUE,,,RadioSingle
47852,2,B2,FinalTest,There are no parking spaces near your office.|You find a space that you have to pay for.|You don't have any money.|You arrive late for your meeting.|The meeting goes badly.|You return to your car.|You get a parking ticket.,,,DragAndDropMultiple
